id,triples,data_unit,actual,shape,shape_type,local_size,size
516,It's_Great_to_Be_Young_(1956_film) cinematography Gilbert_Taylor It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) gross 282838.0 It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) runtime 94.0 It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker  ,It's_Great_to_Be_Young_(1956_film) cinematography Gilbert_Taylor It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) gross 282838.0 It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) runtime 94.0 It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
517,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall architecturalStyle Georgian_architecture Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall architecturalStyle Georgian_architecture Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
518,Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) writer Amund_Bjørklund Mermaid_(Train_song) writer Stargate_(production_team)  ,Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) writer Amund_Bjørklund Mermaid_(Train_song) writer Stargate_(production_team) ,,(X (X) (X) (X) (X) (X)),sibling,1,5
519,Reggae derivative Hip_hop_music  ,Reggae derivative Hip_hop_music ,,(X (X)),,1,1
520,Super_Capers distributor Roadside_Attractions Super_Capers distributor Lionsgate Super_Capers editing Stacy_Katzman Super_Capers language English_language Super_Capers runtime 98.0  ,Super_Capers distributor Roadside_Attractions Super_Capers distributor Lionsgate Super_Capers editing Stacy_Katzman Super_Capers language English_language Super_Capers runtime 98.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
521,The_Fellowship_of_the_Ring releaseDate 1954-07-29  ,The_Fellowship_of_the_Ring releaseDate 1954-07-29 ,,(X (X)),,1,1
522,Tom_Sizemore activeYearsStartYear 1989-01-01  ,Tom_Sizemore activeYearsStartYear 1989-01-01 ,,(X (X)),,1,1
523,"Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense nickname ""''Alvinegro""  ","Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense nickname ""''Alvinegro"" ",,(X (X) (X)),sibling,1,2
524,Aleksandr_Prudnikov birthDate 1989-02-24 FC_Spartak_Moscow ground Otkrytiye_Arena Aleksandr_Prudnikov youthclub FC_Spartak_Moscow  ,Aleksandr_Prudnikov birthDate 1989-02-24 FC_Spartak_Moscow ground Otkrytiye_Arena Aleksandr_Prudnikov youthclub FC_Spartak_Moscow ,,(X (X) (X (X))),mixed,1,3
525,Philippines leader Aquilino_Pimentel_III Philippines leader Rodrigo_Duterte GMA_New_Media location Philippines GMA_New_Media location Quezon_City  ,Philippines leader Aquilino_Pimentel_III Philippines leader Rodrigo_Duterte GMA_New_Media location Philippines GMA_New_Media location Quezon_City ,,(X (X) (X (X) (X))),mixed,1,4
526,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Dessert dishVariation Sandesh_(confectionery) Bionico region Guadalajara  ,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Dessert dishVariation Sandesh_(confectionery) Bionico region Guadalajara ,,(X (X) (X (X)) (X (X) (X))),mixed,1,6
527,Terence_Rattigan imdbId 0711905  ,Terence_Rattigan imdbId 0711905 ,,(X (X)),,1,1
528,Expect_a_Miracle genre Instrumental_music Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist)  ,Expect_a_Miracle genre Instrumental_music Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) ,,(X (X) (X)),sibling,1,2
529,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) releaseDate 2006-09-06  ,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
530,Ciudad_Ayala leader Juan_Nolasco Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Standard_Time_Zone  ,Ciudad_Ayala leader Juan_Nolasco Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Standard_Time_Zone ,,(X (X) (X) (X)),sibling,1,3
531,Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina nationality Israel Liselotte_Grschebina training School_of_Applied_Arts_in_Stuttgart  ,Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina nationality Israel Liselotte_Grschebina training School_of_Applied_Arts_in_Stuttgart ,,(X (X) (X) (X)),sibling,1,3
532,The_Fellowship_of_the_Ring author J._R._R._Tolkien The_Fellowship_of_the_Ring followedBy The_Two_Towers The_Two_Towers publisher George_Allen_&_Unwin  ,The_Fellowship_of_the_Ring author J._R._R._Tolkien The_Fellowship_of_the_Ring followedBy The_Two_Towers The_Two_Towers publisher George_Allen_&_Unwin ,,(X (X) (X (X))),mixed,1,3
533,Expect_a_Miracle genre Easy_listening  ,Expect_a_Miracle genre Easy_listening ,,(X (X)),,1,1
534,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm runtime 83.0  ,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm runtime 83.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
535,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0  ,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
536,"Abraham_A._Ribicoff birthPlace United_States United_States ethnicGroup African_Americans Abraham_A._Ribicoff office ""United States Secretary of Health, Education, and Welfare"" Abraham_A._Ribicoff spouse ""Ruth Ribicoff""  ","Abraham_A._Ribicoff birthPlace United_States United_States ethnicGroup African_Americans Abraham_A._Ribicoff office ""United States Secretary of Health, Education, and Welfare"" Abraham_A._Ribicoff spouse ""Ruth Ribicoff"" ",,(X (X) (X) (X (X))),mixed,1,4
537,Pontiac_Rageous assembly Michigan Pontiac_Rageous assembly Detroit Pontiac_Rageous bodyStyle Coupe Pontiac_Rageous manufacturer Pontiac Pontiac_Rageous productionEndYear 1997 Pontiac_Rageous productionStartYear 1997  ,Pontiac_Rageous assembly Michigan Pontiac_Rageous assembly Detroit Pontiac_Rageous bodyStyle Coupe Pontiac_Rageous manufacturer Pontiac Pontiac_Rageous productionEndYear 1997 Pontiac_Rageous productionStartYear 1997 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
538,Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) genre Reggae Mermaid_(Train_song) producer Espionage_(production_team)  ,Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) genre Reggae Mermaid_(Train_song) producer Espionage_(production_team) ,,(X (X) (X) (X) (X) (X)),sibling,1,5
539,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico leader Silvano_Aureoles_Conejo  ,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico leader Silvano_Aureoles_Conejo ,,(X (X) (X (X) (X))),mixed,1,4
540,Nurhan_Atasoy award State_Award_for_Superior_Achievement Nurhan_Atasoy birthDate 1934-01-01 Turkey capital Ankara Nurhan_Atasoy citizenship Turkey Turkey officialLanguage Turkish_language  ,Nurhan_Atasoy award State_Award_for_Superior_Achievement Nurhan_Atasoy birthDate 1934-01-01 Turkey capital Ankara Nurhan_Atasoy citizenship Turkey Turkey officialLanguage Turkish_language ,,(X (X) (X) (X (X) (X))),mixed,1,5
541,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Imagine_(John_Lennon_song) followedBy Happy_Xmas_(War_Is_Over) Mermaid_(Train_song) recordLabel Sony_Music_Entertainment  ,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Imagine_(John_Lennon_song) followedBy Happy_Xmas_(War_Is_Over) Mermaid_(Train_song) recordLabel Sony_Music_Entertainment ,,(X (X) (X (X))),mixed,1,3
542,Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) recordLabel E-Vinyl  ,Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) recordLabel E-Vinyl ,,(X (X) (X) (X)),sibling,1,3
543,Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology state Karnataka  ,Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology state Karnataka ,,(X (X) (X)),sibling,1,2
544,1147_Stavropolis discovered 1929-06-11 1147_Stavropolis periapsis 260855000000.0  ,1147_Stavropolis discovered 1929-06-11 1147_Stavropolis periapsis 260855000000.0 ,,(X (X) (X)),sibling,1,2
545,Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina professionalField Photographer Liselotte_Grschebina training School_of_Applied_Arts_in_Stuttgart  ,Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina professionalField Photographer Liselotte_Grschebina training School_of_Applied_Arts_in_Stuttgart ,,(X (X) (X) (X)),sibling,1,3
546,Super_Capers distributor Roadside_Attractions Super_Capers editing Stacy_Katzman Super_Capers language English_language Super_Capers starring Michael_Rooker Super_Capers starring Tom_Sizemore  ,Super_Capers distributor Roadside_Attractions Super_Capers editing Stacy_Katzman Super_Capers language English_language Super_Capers starring Michael_Rooker Super_Capers starring Tom_Sizemore ,,(X (X) (X) (X) (X) (X)),sibling,1,5
547,ENAIRE city Madrid Alcobendas country Spain Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 3500.0  ,ENAIRE city Madrid Alcobendas country Spain Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 3500.0 ,,(X (X) (X (X)) (X (X))),mixed,1,5
548,Nie_Haisheng birthPlace Zaoyang Nie_Haisheng occupation Fighter_pilot Zaoyang utcOffset +8  ,Nie_Haisheng birthPlace Zaoyang Nie_Haisheng occupation Fighter_pilot Zaoyang utcOffset +8 ,,(X (X) (X (X))),mixed,1,3
549,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania  ","11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ",,(X (X) (X) (X (X))),mixed,1,4
550,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) precededBy Demo_2004_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41  ,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) precededBy Demo_2004_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
551,Aaron_Turner activeYearsStartYear 1995 Aaron_Turner associatedBand/associatedMusicalArtist Lotus_Eaters_(band) Aaron_Turner genre Black_metal  ,Aaron_Turner activeYearsStartYear 1995 Aaron_Turner associatedBand/associatedMusicalArtist Lotus_Eaters_(band) Aaron_Turner genre Black_metal ,,(X (X) (X) (X)),sibling,1,3
552,Imagine_(John_Lennon_song) genre Pop_music  ,Imagine_(John_Lennon_song) genre Pop_music ,,(X (X)),,1,1
553,Buzz_Aldrin mission Apollo_11 Buzz_Aldrin nationality United_States  ,Buzz_Aldrin mission Apollo_11 Buzz_Aldrin nationality United_States ,,(X (X) (X)),sibling,1,2
554,It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker It's_Great_to_Be_Young_(1956_film) writer Ted_Willis  ,It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker It's_Great_to_Be_Young_(1956_film) writer Ted_Willis ,,(X (X) (X)),sibling,1,2
555,English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears runtime 89.0  ,English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears runtime 89.0 ,,(X (X) (X)),sibling,1,2
556,"University_of_Burgundy city Dijon University_of_Burgundy country France France leader Claude_Bartolone France longName ""French Republic""  ","University_of_Burgundy city Dijon University_of_Burgundy country France France leader Claude_Bartolone France longName ""French Republic"" ",,(X (X) (X (X) (X))),mixed,1,4
557,Hypermarcas netIncome 108600000 Hypermarcas numberOfEmployees 10252 Hypermarcas product Healthcare Hypermarcas product Cosmetics Hypermarcas revenue 1800000000  ,Hypermarcas netIncome 108600000 Hypermarcas numberOfEmployees 10252 Hypermarcas product Healthcare Hypermarcas product Cosmetics Hypermarcas revenue 1800000000 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
558,"Alan_Shepard almaMater ""NWC, M.A. 1957"" Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard selectedByNasa 1959 Alan_Shepard servedAsChiefOfTheAstronautOfficeIn 1963  ","Alan_Shepard almaMater ""NWC, M.A. 1957"" Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard selectedByNasa 1959 Alan_Shepard servedAsChiefOfTheAstronautOfficeIn 1963 ",,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
559,Bootleg_Series_Volume_1:_The_Quine_Tapes precededBy Squeeze_(The_Velvet_Underground_album)  ,Bootleg_Series_Volume_1:_The_Quine_Tapes precededBy Squeeze_(The_Velvet_Underground_album) ,,(X (X)),,1,1
560,Pop_rock stylisticOrigin Rock_music  ,Pop_rock stylisticOrigin Rock_music ,,(X (X)),,1,1
561,Mermaid_(Train_song) album California_37_(Train_album)  ,Mermaid_(Train_song) album California_37_(Train_album) ,,(X (X)),,1,1
562,Take_It_Off! followedBy 'Til_Death_Do_Us_Part_(EP) Turn_Me_On_(album) followedBy Take_It_Off! Turn_Me_On_(album) producer Wharton_Tiers Take_It_Off! producer The_Honeymoon_Killers_(American_band)  ,Take_It_Off! followedBy 'Til_Death_Do_Us_Part_(EP) Turn_Me_On_(album) followedBy Take_It_Off! Turn_Me_On_(album) producer Wharton_Tiers Take_It_Off! producer The_Honeymoon_Killers_(American_band) ,,(X (X) (X (X) (X))),mixed,1,4
563,Squeeze_(The_Velvet_Underground_album) followedBy 1969:_The_Velvet_Underground_Live  ,Squeeze_(The_Velvet_Underground_album) followedBy 1969:_The_Velvet_Underground_Live ,,(X (X)),,1,1
564,"Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard occupation Test_pilot  ","Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard occupation Test_pilot ",,(X (X) (X) (X) (X)),sibling,1,4
565,The_Fellowship_of_the_Ring followedBy The_Two_Towers The_Fellowship_of_the_Ring releaseDate 1954-07-29  ,The_Fellowship_of_the_Ring followedBy The_Two_Towers The_Fellowship_of_the_Ring releaseDate 1954-07-29 ,,(X (X) (X)),sibling,1,2
566,Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) recordLabel Columbia_Records Mermaid_(Train_song) recordLabel Sony_Music_Entertainment Mermaid_(Train_song) runtime 3.16  ,Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) recordLabel Columbia_Records Mermaid_(Train_song) recordLabel Sony_Music_Entertainment Mermaid_(Train_song) runtime 3.16 ,,(X (X) (X) (X) (X)),sibling,1,4
567,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) recordLabel Sony_Music_Entertainment Mermaid_(Train_song) writer Amund_Bjørklund Mermaid_(Train_song) writer Stargate_(production_team)  ,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) recordLabel Sony_Music_Entertainment Mermaid_(Train_song) writer Amund_Bjørklund Mermaid_(Train_song) writer Stargate_(production_team) ,,(X (X) (X) (X) (X) (X)),sibling,1,5
568,Brandon_Carter birthDate 1942-01-01 Brandon_Carter birthPlace England Brandon_Carter knownFor No-hair_theorem  ,Brandon_Carter birthDate 1942-01-01 Brandon_Carter birthPlace England Brandon_Carter knownFor No-hair_theorem ,,(X (X) (X) (X)),sibling,1,3
569,Darinka_Dentcheva birthDate 1958-01-01 Darinka_Dentcheva citizenship United_States Darinka_Dentcheva influencedBy Andrzej_Piotr_Ruszczyński Darinka_Dentcheva knownFor Stochastic_programming Darinka_Dentcheva professionalField Mathematical_optimization  ,Darinka_Dentcheva birthDate 1958-01-01 Darinka_Dentcheva citizenship United_States Darinka_Dentcheva influencedBy Andrzej_Piotr_Ruszczyński Darinka_Dentcheva knownFor Stochastic_programming Darinka_Dentcheva professionalField Mathematical_optimization ,,(X (X) (X) (X) (X) (X)),sibling,1,5
570,Harold_French activeYearsStartYear 1920-01-01 Terence_Rattigan deathYear 1977-01-01 English_Without_Tears director Harold_French English_Without_Tears writer Anatole_de_Grunwald English_Without_Tears writer Terence_Rattigan  ,Harold_French activeYearsStartYear 1920-01-01 Terence_Rattigan deathYear 1977-01-01 English_Without_Tears director Harold_French English_Without_Tears writer Anatole_de_Grunwald English_Without_Tears writer Terence_Rattigan ,,(X (X) (X (X)) (X (X))),mixed,1,5
571,Super_Capers writer Ray_Griggs_(director)  ,Super_Capers writer Ray_Griggs_(director) ,,(X (X)),,1,1
