id,triples,data_unit,actual,shape,shape_type,local_size,size
551,Geoffrey_Dear activeYearsStartYear 1814 Geoffrey_Dear associatedBand/associatedMusicalArtist Ayrums Geoffrey_Dear genre tejano_music  ,Geoffrey_Dear activeYearsStartYear 1814 Geoffrey_Dear associatedBand/associatedMusicalArtist Ayrums Geoffrey_Dear genre tejano_music ,,(X (X) (X) (X)),sibling,1,3
552,Castel_Film_Romania genre mashup  ,Castel_Film_Romania genre mashup ,,(X (X)),,1,1
553,Abou_Diaby mission STS-51-B Abou_Diaby nationality Israel  ,Abou_Diaby mission STS-51-B Abou_Diaby nationality Israel ,,(X (X) (X)),sibling,1,2
554,Gris-Gris starring Jacques_Brel Gris-Gris writer Gabriel_Gonzáles_Videla  ,Gris-Gris starring Jacques_Brel Gris-Gris writer Gabriel_Gonzáles_Videla ,,(X (X) (X)),sibling,1,2
555,American_Beauty producer Melissa_Fahn American_Beauty runtime 1249.6  ,American_Beauty producer Melissa_Fahn American_Beauty runtime 1249.6 ,,(X (X) (X)),sibling,1,2
556,University_of_Corsica_Pasquale_Paoli city Lagny-sur-Marne University_of_Corsica_Pasquale_Paoli country Israel Israel leader George_Sand Israel longName Mexico  ,University_of_Corsica_Pasquale_Paoli city Lagny-sur-Marne University_of_Corsica_Pasquale_Paoli country Israel Israel leader George_Sand Israel longName Mexico ,,(X (X) (X (X) (X))),mixed,1,4
557,Konica_Minolta netIncome 1095.0 Konica_Minolta numberOfEmployees 610.0 Konica_Minolta product radio_communications Konica_Minolta product protein-bound_paclitaxel Konica_Minolta revenue 83.2104  ,Konica_Minolta netIncome 1095.0 Konica_Minolta numberOfEmployees 610.0 Konica_Minolta product radio_communications Konica_Minolta product protein-bound_paclitaxel Konica_Minolta revenue 83.2104 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
558,"John_Gregg almaMater Führungsakademie_der_Bundeswehr John_Gregg birthDate 2012-12-27 John_Gregg birthPlace Virginia John_Gregg deathPlace ""Pennsylvania"" John_Gregg nationality ""Republic_of_Turkey"" John_Gregg selectedByNasa 1588 John_Gregg servedAsChiefOfTheAstronautOfficeIn 2032  ","John_Gregg almaMater Führungsakademie_der_Bundeswehr John_Gregg birthDate 2012-12-27 John_Gregg birthPlace Virginia John_Gregg deathPlace ""Pennsylvania"" John_Gregg nationality ""Republic_of_Turkey"" John_Gregg selectedByNasa 1588 John_Gregg servedAsChiefOfTheAstronautOfficeIn 2032 ",,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
559,The_Second_Stage_Turbine_Blade precededBy Therion  ,The_Second_Stage_Turbine_Blade precededBy Therion ,,(X (X)),,1,1
560,Latin_pop stylisticOrigin traditional_folk_music  ,Latin_pop stylisticOrigin traditional_folk_music ,,(X (X)),,1,1
561,Mermaid_(Train_song) album In_a_Reverie  ,Mermaid_(Train_song) album In_a_Reverie ,,(X (X)),,1,1
562,Words_-_“THE_BEE_GEES”_/_VOL._II followedBy Where_No_Man_Has_Gone_Before Jealous_Guy followedBy Words_-_“THE_BEE_GEES”_/_VOL._II Jealous_Guy producer James_Callaghan Words_-_“THE_BEE_GEES”_/_VOL._II producer JPM  ,Words_-_“THE_BEE_GEES”_/_VOL._II followedBy Where_No_Man_Has_Gone_Before Jealous_Guy followedBy Words_-_“THE_BEE_GEES”_/_VOL._II Jealous_Guy producer James_Callaghan Words_-_“THE_BEE_GEES”_/_VOL._II producer JPM ,,(X (X) (X (X) (X))),mixed,1,4
563,Messiah followedBy Best_Of_Modern_Talking  ,Messiah followedBy Best_Of_Modern_Talking ,,(X (X)),,1,1
564,Michelle_Bachelet birthDate 1954-01-01 Michelle_Bachelet birthPlace Virginia Michelle_Bachelet deathPlace New_Hampshire Michelle_Bachelet occupation police_officer  ,Michelle_Bachelet birthDate 1954-01-01 Michelle_Bachelet birthPlace Virginia Michelle_Bachelet deathPlace New_Hampshire Michelle_Bachelet occupation police_officer ,,(X (X) (X) (X) (X)),sibling,1,4
565,"The_Haunted_Castle followedBy Wujing_Zongyao The_Haunted_Castle releaseDate ""1986-04-15""  ","The_Haunted_Castle followedBy Wujing_Zongyao The_Haunted_Castle releaseDate ""1986-04-15"" ",,(X (X) (X)),sibling,1,2
566,Mermaid_(Train_song) genre blue-eyed_soul Mermaid_(Train_song) recordLabel Philadelphia_International_Records Mermaid_(Train_song) recordLabel AXR_Music_Oy Mermaid_(Train_song) runtime 1604.0  ,Mermaid_(Train_song) genre blue-eyed_soul Mermaid_(Train_song) recordLabel Philadelphia_International_Records Mermaid_(Train_song) recordLabel AXR_Music_Oy Mermaid_(Train_song) runtime 1604.0 ,,(X (X) (X) (X) (X)),sibling,1,4
567,Mermaid_(Train_song) followedBy Sverdlovsk_Film_Studio Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) recordLabel Ariola_Eurodisc_GmbH Mermaid_(Train_song) writer alt-J Mermaid_(Train_song) writer Battlestar_Galactica  ,Mermaid_(Train_song) followedBy Sverdlovsk_Film_Studio Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) recordLabel Ariola_Eurodisc_GmbH Mermaid_(Train_song) writer alt-J Mermaid_(Train_song) writer Battlestar_Galactica ,,(X (X) (X) (X) (X) (X)),sibling,1,5
568,"Ivan_Regen birthDate ""1983-10-03"" Ivan_Regen birthPlace England Ivan_Regen knownFor Carleman's_inequality  ","Ivan_Regen birthDate ""1983-10-03"" Ivan_Regen birthPlace England Ivan_Regen knownFor Carleman's_inequality ",,(X (X) (X) (X)),sibling,1,3
569,Cleopatra birthDate 1987-08-25 Cleopatra citizenship People's_Republic_of_China Cleopatra influencedBy John_Lennon Cleopatra knownFor Stochastic_programming Cleopatra professionalField Mathematical_optimization  ,Cleopatra birthDate 1987-08-25 Cleopatra citizenship People's_Republic_of_China Cleopatra influencedBy John_Lennon Cleopatra knownFor Stochastic_programming Cleopatra professionalField Mathematical_optimization ,,(X (X) (X) (X) (X) (X)),sibling,1,5
570,Philip_the_Arab activeYearsStartYear 1989-01-01 Sandro_Pertini deathYear 2000-01-01 The_Twilight_Saga:_Breaking_Dawn_–_Part_2 director Philip_the_Arab The_Twilight_Saga:_Breaking_Dawn_–_Part_2 writer Kurt_Georg_Kiesinger The_Twilight_Saga:_Breaking_Dawn_–_Part_2 writer Sandro_Pertini  ,Philip_the_Arab activeYearsStartYear 1989-01-01 Sandro_Pertini deathYear 2000-01-01 The_Twilight_Saga:_Breaking_Dawn_–_Part_2 director Philip_the_Arab The_Twilight_Saga:_Breaking_Dawn_–_Part_2 writer Kurt_Georg_Kiesinger The_Twilight_Saga:_Breaking_Dawn_–_Part_2 writer Sandro_Pertini ,,(X (X) (X (X)) (X (X))),mixed,1,5
571,The_Pleasure_Garden writer Robert_Leroux  ,The_Pleasure_Garden writer Robert_Leroux ,,(X (X)),,1,1
572,János_Bolyai birthDate 1929-06-11 János_Bolyai nationality People's_Republic_of_China János_Bolyai training School_of_Applied_Arts_in_Stuttgart  ,János_Bolyai birthDate 1929-06-11 János_Bolyai nationality People's_Republic_of_China János_Bolyai training School_of_Applied_Arts_in_Stuttgart ,,(X (X) (X) (X)),sibling,1,3
573,Carphone_Warehouse foundedBy Mathieu_Valbuena Narrabri_Airport location Parak Narrabri_Airport operatingOrganisation Carphone_Warehouse Parak postalCode MK44  ,Carphone_Warehouse foundedBy Mathieu_Valbuena Narrabri_Airport location Parak Narrabri_Airport operatingOrganisation Carphone_Warehouse Parak postalCode MK44 ,,(X (X (X)) (X (X))),mixed,1,4
574,Maria_Zemankova birthPlace Sittingbourne_Community_F.C. Maria_Zemankova deathDate 1937-04-27  ,Maria_Zemankova birthPlace Sittingbourne_Community_F.C. Maria_Zemankova deathDate 1937-04-27 ,,(X (X) (X)),sibling,1,2
575,Manfred_Gerlach office archdeacon Manfred_Gerlach spouse Diana_Princess_of_Wales  ,Manfred_Gerlach office archdeacon Manfred_Gerlach spouse Diana_Princess_of_Wales ,,(X (X) (X)),sibling,1,2
576,All_Good_Things author Aëtius_of_Antioch All_Good_Things followedBy Grete_Minde All_Good_Things publisher Reed_Business_Information  ,All_Good_Things author Aëtius_of_Antioch All_Good_Things followedBy Grete_Minde All_Good_Things publisher Reed_Business_Information ,,(X (X) (X) (X)),sibling,1,3
577,Wellington_College affiliation University_of_Massachusetts_Amherst Wellington_College campus E-Vinyl Wellington_College country Nicaragua Wellington_College director Marie_Curie  ,Wellington_College affiliation University_of_Massachusetts_Amherst Wellington_College campus E-Vinyl Wellington_College country Nicaragua Wellington_College director Marie_Curie ,,(X (X) (X) (X) (X)),sibling,1,4
578,Kharkiv_State_University_of_Food_Technology_and_Trade architect Stacy_Lewis Kharkiv_State_University_of_Food_Technology_and_Trade completionDate 1944-07-28 Kharkiv_State_University_of_Food_Technology_and_Trade currentTenants Durham_University_Business_School Kharkiv_State_University_of_Food_Technology_and_Trade owner University_of_Bonn  ,Kharkiv_State_University_of_Food_Technology_and_Trade architect Stacy_Lewis Kharkiv_State_University_of_Food_Technology_and_Trade completionDate 1944-07-28 Kharkiv_State_University_of_Food_Technology_and_Trade currentTenants Durham_University_Business_School Kharkiv_State_University_of_Food_Technology_and_Trade owner University_of_Bonn ,,(X (X) (X) (X) (X)),sibling,1,4
579,Escape_from_Zahrain distributor MR_Film Escape_from_Zahrain distributor 7digital Escape_from_Zahrain starring Emperor_Zhongzong_of_Tang  ,Escape_from_Zahrain distributor MR_Film Escape_from_Zahrain distributor 7digital Escape_from_Zahrain starring Emperor_Zhongzong_of_Tang ,,(X (X) (X) (X)),sibling,1,3
580,The_Waters_of_Mars broadcastedBy tellfilm tellfilm formerName Al-Alam_News_Network  ,The_Waters_of_Mars broadcastedBy tellfilm tellfilm formerName Al-Alam_News_Network ,,(X (X (X))),chain,1,2
581,Moi_International_Airport icaoLocationIdentifier Scottsdale_Airport Moi_International_Airport runwayLength 54.56  ,Moi_International_Airport icaoLocationIdentifier Scottsdale_Airport Moi_International_Airport runwayLength 54.56 ,,(X (X) (X)),sibling,1,2
582,José_Luis_Panizo birthDate 1926-02-10 José_Luis_Panizo birthPlace New_Jersey José_Luis_Panizo deathPlace Virginia José_Luis_Panizo nationality Israel José_Luis_Panizo occupation kit_manager José_Luis_Panizo selectedByNasa 1650  ,José_Luis_Panizo birthDate 1926-02-10 José_Luis_Panizo birthPlace New_Jersey José_Luis_Panizo deathPlace Virginia José_Luis_Panizo nationality Israel José_Luis_Panizo occupation kit_manager José_Luis_Panizo selectedByNasa 1650 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
583,Balloo ceremonialCounty Hertfordshire  ,Balloo ceremonialCounty Hertfordshire ,,(X (X)),,1,1
584,Golden_Rider category Contributing_property Golden_Rider country United_States Golden_Rider established 2000 El_Paso_County hasToItsSoutheast Carroll_County_Maryland Golden_Rider location El_Paso_County Golden_Rider municipality Export  ,Golden_Rider category Contributing_property Golden_Rider country United_States Golden_Rider established 2000 El_Paso_County hasToItsSoutheast Carroll_County_Maryland Golden_Rider location El_Paso_County Golden_Rider municipality Export ,,(X (X) (X) (X) (X) (X (X))),mixed,1,6
585,Mermaid_(Train_song) genre Tswana_music Mermaid_(Train_song) recordLabel Amphetamine_Reptile_Records Mermaid_(Train_song) recordLabel Sony_BMG_Music_Entertainment_(Poland)_Sp._z_o.o. Mermaid_(Train_song) runtime 16800 Mermaid_(Train_song) writer Arnaut_Daniel Mermaid_(Train_song) writer Klinik  ,Mermaid_(Train_song) genre Tswana_music Mermaid_(Train_song) recordLabel Amphetamine_Reptile_Records Mermaid_(Train_song) recordLabel Sony_BMG_Music_Entertainment_(Poland)_Sp._z_o.o. Mermaid_(Train_song) runtime 16800 Mermaid_(Train_song) writer Arnaut_Daniel Mermaid_(Train_song) writer Klinik ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
586,Tho_Xuan_Airport elevationAboveTheSeaLevel 98.0 Tho_Xuan_Airport icaoLocationIdentifier Mwanza_Airport Tho_Xuan_Airport runwaySurfaceType medium-density_fibreboard  ,Tho_Xuan_Airport elevationAboveTheSeaLevel 98.0 Tho_Xuan_Airport icaoLocationIdentifier Mwanza_Airport Tho_Xuan_Airport runwaySurfaceType medium-density_fibreboard ,,(X (X) (X) (X)),sibling,1,3
587,University_of_Perpignan campus Quimper University_of_Perpignan numberOfDoctoralStudents 1002 University_of_Perpignan staff 1095.0  ,University_of_Perpignan campus Quimper University_of_Perpignan numberOfDoctoralStudents 1002 University_of_Perpignan staff 1095.0 ,,(X (X) (X) (X)),sibling,1,3
588,Chuck_Norris deathDate 1989-02-24  ,Chuck_Norris deathDate 1989-02-24 ,,(X (X)),,1,1
589,Bionico country France Bionico course Spanish_fricco Spanish_fricco dishVariation Cake  ,Bionico country France Bionico course Spanish_fricco Spanish_fricco dishVariation Cake ,,(X (X) (X (X))),mixed,1,3
590,gymnasium currentTenants E._Claiborne_Robins_School_of_Business gymnasium location California gymnasium owner University_of_South_Dakota  ,gymnasium currentTenants E._Claiborne_Robins_School_of_Business gymnasium location California gymnasium owner University_of_South_Dakota ,,(X (X) (X) (X)),sibling,1,3
591,Hadrian deathPlace Domžale  ,Hadrian deathPlace Domžale ,,(X (X)),,1,1
592,"Baptist_College_of_Florida campus ""Ruth_Ribicoff"" Baptist_College_of_Florida city Saarland_Informatics_Campus Baptist_College_of_Florida director Stacy_Katzman Saarland_Informatics_Campus founder Aëtius_of_Antioch Hermetic_Brotherhood_of_Luxor location Kolkata Baptist_College_of_Florida sportsOffered floorball Baptist_College_of_Florida wasGivenTheTechnicalCampusStatusBy Hermetic_Brotherhood_of_Luxor  ","Baptist_College_of_Florida campus ""Ruth_Ribicoff"" Baptist_College_of_Florida city Saarland_Informatics_Campus Baptist_College_of_Florida director Stacy_Katzman Saarland_Informatics_Campus founder Aëtius_of_Antioch Hermetic_Brotherhood_of_Luxor location Kolkata Baptist_College_of_Florida sportsOffered floorball Baptist_College_of_Florida wasGivenTheTechnicalCampusStatusBy Hermetic_Brotherhood_of_Luxor ",,(X (X) (X) (X) (X (X)) (X (X))),mixed,1,7
593,University_of_Rouen campus Quimper University_of_Rouen numberOfUndergraduateStudents 54.56 University_of_Rouen staff 1249.6  ,University_of_Rouen campus Quimper University_of_Rouen numberOfUndergraduateStudents 54.56 University_of_Rouen staff 1249.6 ,,(X (X) (X) (X)),sibling,1,3
594,1118_Hanskya absoluteMagnitude 1.3 1118_Hanskya apoapsis 3.16 1118_Hanskya discoverer Luke_Ridnour 1118_Hanskya orbitalPeriod 94.0  ,1118_Hanskya absoluteMagnitude 1.3 1118_Hanskya apoapsis 3.16 1118_Hanskya discoverer Luke_Ridnour 1118_Hanskya orbitalPeriod 94.0 ,,(X (X) (X) (X) (X)),sibling,1,4
595,Love_You_like_a_Love_Song artist Dukes_of_Dixieland Love_You_like_a_Love_Song genre género_chico Love_You_like_a_Love_Song runtime 17000  ,Love_You_like_a_Love_Song artist Dukes_of_Dixieland Love_You_like_a_Love_Song genre género_chico Love_You_like_a_Love_Song runtime 17000 ,,(X (X) (X) (X)),sibling,1,3
596,Philippines leaderTitle President_of_Pakistan Art_Garfunkel residence Philippines  ,Philippines leaderTitle President_of_Pakistan Art_Garfunkel residence Philippines ,,(X (X (X))),chain,1,2
597,"Jesus broadcastedBy Mars_Films Florent_Malouda club Rawmarsh_Welfare_F.C. Jesus musicComposer Florent_Malouda Mars_Films timeshiftChannel HBO_East,_HBO_West  ","Jesus broadcastedBy Mars_Films Florent_Malouda club Rawmarsh_Welfare_F.C. Jesus musicComposer Florent_Malouda Mars_Films timeshiftChannel HBO_East,_HBO_West ",,(X (X (X)) (X (X))),mixed,1,4
598,"Boryspil_International_Airport elevationAboveTheSeaLevel +2 Boryspil_International_Airport operatingOrganisation Skyguide Boryspil_International_Airport runwayLength 175.26 Boryspil_International_Airport runwayName ""18L/36R""  ","Boryspil_International_Airport elevationAboveTheSeaLevel +2 Boryspil_International_Airport operatingOrganisation Skyguide Boryspil_International_Airport runwayLength 175.26 Boryspil_International_Airport runwayName ""18L/36R"" ",,(X (X) (X) (X) (X)),sibling,1,4
599,Bionico country Israel Bionico course serviettenknödel Israel currency Afghan_afghani Israel demonym Colombians Bionico region Real_de_Catorce  ,Bionico country Israel Bionico course serviettenknödel Israel currency Afghan_afghani Israel demonym Colombians Bionico region Real_de_Catorce ,,(X (X) (X) (X (X) (X))),mixed,1,5
600,"Mermaid_(Train_song) genre punk_rock Mermaid_(Train_song) precededBy ""Ruth_Ribicoff"" Mermaid_(Train_song) releaseDate 1929-06-11 Mermaid_(Train_song) writer Honoré_de_Balzac  ","Mermaid_(Train_song) genre punk_rock Mermaid_(Train_song) precededBy ""Ruth_Ribicoff"" Mermaid_(Train_song) releaseDate 1929-06-11 Mermaid_(Train_song) writer Honoré_de_Balzac ",,(X (X) (X) (X) (X)),sibling,1,4
601,Mexico governmentType State_of_Milan Hubert_Salentin residence Zhangjiajie Hubert_Salentin residence Mexico  ,Mexico governmentType State_of_Milan Hubert_Salentin residence Zhangjiajie Hubert_Salentin residence Mexico ,,(X (X) (X (X))),mixed,1,3
602,Od_neba_do_neba artist The_Strokes Od_neba_do_neba genre new_wave Od_neba_do_neba precededBy Etwas Od_neba_do_neba recordLabel Buddah_Records Od_neba_do_neba recordLabel Sony_Music_Entertainment_Polska_Sp._z_o.o. Od_neba_do_neba releaseDate 1929-06-11  ,Od_neba_do_neba artist The_Strokes Od_neba_do_neba genre new_wave Od_neba_do_neba precededBy Etwas Od_neba_do_neba recordLabel Buddah_Records Od_neba_do_neba recordLabel Sony_Music_Entertainment_Polska_Sp._z_o.o. Od_neba_do_neba releaseDate 1929-06-11 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
603,Triangle_building architect Vespasian Triangle_building currentTenants EGADE_Business_School Triangle_building location Suffolk Triangle_building owner University_of_Kansas  ,Triangle_building architect Vespasian Triangle_building currentTenants EGADE_Business_School Triangle_building location Suffolk Triangle_building owner University_of_Kansas ,,(X (X) (X) (X) (X)),sibling,1,4
604,Jackson_County hasToItsNorth Cumberland_County_Pennsylvania Der_Isarflößer location Jackson_County Der_Isarflößer municipality Dublin  ,Jackson_County hasToItsNorth Cumberland_County_Pennsylvania Der_Isarflößer location Jackson_County Der_Isarflößer municipality Dublin ,,(X (X) (X (X))),mixed,1,3
605,Pontiac_Executive assembly New_Jersey  ,Pontiac_Executive assembly New_Jersey ,,(X (X)),,1,1
606,Silent_Warnings broadcastedBy Focus_Features Silent_Warnings director Joachim_Heinrich_Wilhelm_Wagener Silent_Warnings editor Andreas_Capellanus Silent_Warnings musicComposer Paul_Otlet Silent_Warnings producer Joachim_Heinrich_Wilhelm_Wagener Silent_Warnings producer Sachin_Tendulkar Silent_Warnings runtime 3500.0  ,Silent_Warnings broadcastedBy Focus_Features Silent_Warnings director Joachim_Heinrich_Wilhelm_Wagener Silent_Warnings editor Andreas_Capellanus Silent_Warnings musicComposer Paul_Otlet Silent_Warnings producer Joachim_Heinrich_Wilhelm_Wagener Silent_Warnings producer Sachin_Tendulkar Silent_Warnings runtime 3500.0 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
607,Don't_Drink_the_Water director Hatem_Ben_Arfa Don't_Drink_the_Water producer Hatem_Ben_Arfa Don't_Drink_the_Water runtime 282838.0  ,Don't_Drink_the_Water director Hatem_Ben_Arfa Don't_Drink_the_Water producer Hatem_Ben_Arfa Don't_Drink_the_Water runtime 282838.0 ,,(X (X) (X) (X)),sibling,1,3
608,Machold_Rare_Violins product multiplayer_game  ,Machold_Rare_Violins product multiplayer_game ,,(X (X)),,1,1
609,Douglas_Adams birthPlace Karlsruhe Douglas_Adams deathDate 1929-06-11 Douglas_Adams deathPlace Mexico Douglas_Adams deathPlace Los_Angeles  ,Douglas_Adams birthPlace Karlsruhe Douglas_Adams deathDate 1929-06-11 Douglas_Adams deathPlace Mexico Douglas_Adams deathPlace Los_Angeles ,,(X (X) (X) (X) (X)),sibling,1,4
